# E [eV], EF_E [erg/cm2s], sigma_EF_E [erg/cm2s]
7.831959841814965795e-02,6.782607746742397229e-14,1.024173769758102141e-14
7.833192735891382485e-02,8.129677944633236058e-14,1.227581369639618866e-14
7.834426018189177832e-02,6.566880958650580759e-14,9.915990247562378372e-15
7.835659688891746799e-02,8.626628939920091577e-14,1.302620969927934082e-14
7.836893748182606478e-02,7.638989910017712061e-14,1.153487476412674631e-14
7.838128196245380819e-02,8.318927594035016379e-14,1.256158066699287640e-14
7.839363033263815894e-02,8.358283817266847731e-14,1.262100856407294153e-14
7.840598259421774352e-02,7.668412238520766893e-14,1.157930248016636029e-14
7.841833874903225698e-02,6.847240612256687744e-14,1.033933332450760024e-14
7.843069879892265728e-02,6.007412276024810537e-14,9.071192536797465450e-15
7.844306274573102644e-02,6.866692163169682054e-14,1.036870516638622080e-14
7.845543059130058450e-02,6.654912171559073910e-14,1.004891737905420279e-14
7.846780233747575883e-02,5.480836567320759167e-14,8.276063216654347062e-15
7.848017798610211482e-02,5.567948744942358715e-14,8.407602604862962941e-15
7.849255753902634192e-02,6.058638646350937812e-14,9.148544355989918040e-15
7.850494099809639248e-02,5.719226240344695942e-14,8.636031622920492186e-15
7.851732836516128744e-02,5.518485254127835078e-14,8.332912733733032047e-15
7.852971964207129674e-02,6.416418943229222741e-14,9.688792604276128345e-15
7.854211483067777277e-02,7.263208895931966569e-14,1.096744543285727194e-14
7.855451393283333084e-02,6.550202319211070973e-14,9.890805502008718633e-15
7.856691695039165479e-02,6.159206112823662983e-14,9.300401230363731925e-15
7.857932388520769140e-02,9.078693565786838109e-14,1.370882728433812799e-14
7.859173473913753927e-02,7.651316989547097365e-14,1.155348865421611933e-14
7.860414951403840722e-02,7.768267034469553885e-14,1.173008322204902844e-14
7.861656821176873922e-02,8.433669341660272550e-14,1.273484070590701328e-14
7.862899083418814494e-02,7.600460510169830903e-14,1.147669537035644576e-14
7.864141738315738595e-02,6.792875851706566155e-14,1.025724253607691715e-14
7.865384786053843114e-02,7.229134152224653575e-14,1.091599256985922899e-14
7.866628226819440128e-02,7.972485033946380897e-14,1.203845240125903716e-14
7.867872060798959677e-02,7.478807743912434692e-14,1.129299969330777853e-14
7.869116288178952534e-02,8.082535012344591382e-14,1.220462786864033440e-14
7.870360909146087436e-02,7.993048700688304552e-14,1.206950353803934178e-14
7.871605923887142753e-02,8.504039586470489057e-14,1.284109977557043990e-14
7.872851332589028694e-02,7.690412176547255712e-14,1.161252238658635823e-14
7.874097135438763717e-02,6.549675855214112942e-14,9.890010541373312815e-15
7.875343332623487014e-02,5.828325527569268025e-14,8.800771546629595866e-15
7.876589924330457126e-02,9.042735902223426705e-14,1.365453121235737711e-14
7.877836910747050558e-02,8.812521284671372018e-14,1.330690713985377402e-14
7.879084292060765937e-02,8.054790154561902833e-14,1.216273313338847526e-14
7.880332068459214301e-02,9.065529736385676285e-14,1.368894990194237368e-14
7.881580240130132975e-02,8.518552889737678641e-14,1.286301486350389596e-14
7.882828807261370307e-02,8.025191014677743739e-14,1.211803843216339529e-14
7.884077770040899547e-02,7.714624237950132889e-14,1.164908259930470182e-14
7.885327128656811901e-02,7.028111275217234126e-14,1.061244802557802547e-14
7.886576883297315155e-02,7.131190324125529148e-14,1.076809738942955068e-14
7.887827034150736438e-02,6.041215244071164294e-14,9.122235018547459183e-15
7.889077581405530559e-02,7.549798856634934836e-14,1.140019627351875353e-14
7.890328525250260572e-02,6.563387408271767331e-14,9.910714986490370020e-15
7.891579865873614430e-02,6.208049253332960860e-14,9.374154372532772325e-15
7.892831603464400825e-02,6.555087055793659550e-14,9.898181454248427738e-15
7.894083738211546408e-02,7.996728950177644958e-14,1.207506071476824617e-14
7.895336270304097182e-02,7.745474553368256346e-14,1.169566657558606845e-14
7.896589199931222658e-02,6.574046157772103906e-14,9.926809698235878375e-15
7.897842527282208924e-02,7.267106886133930394e-14,1.097333139806223666e-14
7.899096252546462804e-02,8.015750277356506053e-14,1.210378291880832531e-14
8.051186281952479873e-02,9.182976870040266525e-14,1.386629507376080426e-14
8.052489168277914000e-02,8.868656289258168681e-14,1.339167099677983740e-14
8.053792476351757934e-02,8.641303066699970933e-14,1.304836763071695849e-14
8.055096206378832557e-02,8.412226488411941416e-14,1.270246199750203305e-14
8.056400358564083652e-02,9.618021761837986469e-14,1.452321286037536197e-14
8.057704933112594392e-02,9.248413462927420640e-14,1.396510432902040720e-14
8.059009930229572849e-02,8.469667695266302569e-14,1.278919821985211930e-14
8.060315350120370037e-02,8.767801127000447912e-14,1.323937970177067900e-14
8.061621192990460483e-02,8.049587476346008488e-14,1.215487708928247395e-14
8.062927459045463041e-02,8.964678775610722961e-14,1.353666495117219450e-14
8.064234148491118692e-02,8.280169237191584125e-14,1.250305554815929335e-14
8.065541261533307194e-02,8.910432424502461278e-14,1.345475296099871825e-14
8.066848798378042917e-02,1.042035810553178605e-13,1.573474073935299959e-14
8.068156759231472075e-02,9.250682833531063365e-14,1.396853107863190733e-14
8.069465144299874104e-02,7.976067644203783957e-14,1.204386214274771499e-14
8.070773953789661670e-02,8.418085266627522630e-14,1.271130875260756048e-14
8.072083187907386215e-02,9.253614600210719482e-14,1.397295804631818906e-14
8.073392846859726857e-02,8.855101882790748016e-14,1.337120384301403096e-14
8.074702930853497329e-02,9.066585430255698087e-14,1.369054399968610699e-14
8.076013440095654305e-02,1.064712493528816241e-13,1.607715865228512628e-14
8.077324374793276585e-02,8.933206093046986070e-14,1.348914120050095143e-14
8.078635735153585906e-02,9.911496791355158132e-14,1.496636015494629244e-14
8.079947521383935849e-02,6.065208599391806127e-14,9.158464985081628185e-15
8.081259733691814606e-02,5.412884693861637715e-14,8.173455887731074363e-15
8.082572372284844986e-02,7.007657804334494105e-14,1.058156328454508848e-14
8.083885437370787186e-02,7.779659084958264890e-14,1.174728521828698233e-14
8.085198929157531855e-02,7.832734150122731116e-14,1.182742856668532564e-14
8.086512847853107033e-02,7.414165459753756638e-14,1.119538984422817366e-14
8.087827193665679537e-02,6.534520720304116487e-14,9.867126287659217511e-15
8.089141966803546635e-02,6.643580586107114673e-14,1.003180668502174398e-14
8.090457167475142986e-02,7.980007732688134421e-14,1.204981167635908404e-14
8.091772795889036474e-02,6.840214838157395943e-14,1.032872440561766895e-14
8.093088852253935150e-02,7.324297067544446130e-14,1.105968857199211510e-14
8.094405336778678905e-02,7.978288517284480745e-14,1.204721566109956733e-14
8.095722249672246407e-02,6.756875825690070020e-14,1.020288249679200738e-14
8.097039591143753712e-02,4.983423533190641830e-14,7.524969535117869787e-15
8.098357361402443166e-02,6.966011106435297750e-14,1.051867677071730073e-14
8.099675560657708384e-02,7.811004474720046615e-14,1.179461675682727218e-14
8.100994189119065103e-02,8.321816554554177617e-14,1.256594299737681057e-14
8.102313246996172003e-02,6.029165048341052392e-14,9.104039222994989768e-15
8.103632734498832091e-02,8.509329480059824076e-14,1.284908751489033685e-14
8.104952651836969113e-02,7.243440601793038150e-14,1.093759530870748862e-14
8.106272999220655306e-02,7.157319258391967400e-14,1.080755208017187296e-14
8.107593776860096135e-02,8.969444873024504516e-14,1.354386175826700397e-14
8.108914984965633066e-02,7.909900546957962180e-14,1.194394982590652462e-14
8.110236623747743567e-02,7.350524213380102576e-14,1.109929156220395693e-14
8.111558693417049437e-02,6.030074028747124968e-14,9.105411783408159408e-15
8.112881194184302924e-02,7.018456225878613189e-14,1.059786890107670735e-14
8.114204126260397831e-02,6.223907163809343516e-14,9.398099817352110513e-15
8.115527489856358412e-02,6.453973854876974310e-14,9.745500520864232028e-15
8.116851285183356024e-02,7.427903395839128269e-14,1.121613412771708578e-14
8.118175512452692477e-02,7.880731302270841990e-14,1.189990426642897339e-14
8.119500171875815298e-02,7.829139384073596466e-14,1.182200046995113315e-14
8.120825263664299687e-02,6.176151406418463779e-14,9.325988623691881026e-15
8.122150788029869339e-02,5.870710595515960655e-14,8.864772999229101587e-15
8.123476745184378400e-02,7.976676517444916046e-14,1.204478154134182457e-14
8.124803135339821181e-02,7.025234393508014084e-14,1.060810393419710351e-14
8.126129958708336321e-02,7.837270549878103346e-14,1.183427853031593855e-14
8.127457215502194299e-02,5.492251087842779723e-14,8.293299142642598284e-15
8.128784905933802984e-02,8.438178522832175653e-14,1.274164956947658680e-14
8.130113030215718739e-02,7.904162636685979632e-14,1.193528558139583172e-14
8.131441588560626987e-02,8.318274488345555465e-14,1.256059447740179119e-14
8.132770581181354708e-02,7.517003035692951115e-14,1.135067458389635782e-14
8.134100008290870432e-02,5.996213993247495539e-14,9.054283129803719085e-15
8.135429870102284244e-02,7.357096232364403196e-14,1.110921531087025119e-14
8.136760166828836682e-02,7.138861732458974626e-14,1.077968121601305266e-14
8.138090898683915386e-02,5.622298703032463150e-14,8.489671041579021427e-15
8.139422065881045387e-02,5.414984346755853832e-14,8.176626363601340510e-15
8.140753668633893270e-02,4.585571629103851906e-14,6.924213159946817344e-15
8.142085707156261620e-02,5.180122570418262987e-14,7.821985081331579085e-15
8.143418181662095967e-02,5.794671588694173593e-14,8.749954098928204044e-15
8.144751092365479228e-02,6.452209452583576025e-14,9.742836273401200858e-15
8.146084439480638650e-02,6.742496101776856927e-14,1.018116911368305578e-14
8.147418223221940259e-02,6.586273458672895158e-14,9.945272922596073645e-15
8.148752443803884693e-02,5.935850672155884243e-14,8.963134514955386898e-15
8.150087101441122472e-02,6.592888068339583401e-14,9.955260983192773106e-15
8.151422196348440119e-02,7.396055859917759198e-14,1.116804434847581812e-14
8.152757728740761545e-02,5.631618462904324495e-14,8.503743878985530890e-15
8.154093698833160542e-02,7.474153354998746226e-14,1.128597156604810779e-14
8.155430106840841353e-02,1.096893332672901801e-13,1.656308932336081885e-14
8.156766952979158103e-02,8.357882325770138175e-14,1.262040231191291128e-14
8.158104237463599528e-02,6.276155117118181362e-14,9.476994226848455939e-15
8.159441960509801473e-02,6.313587838555961103e-14,9.533517636219503210e-15
8.160780122333538555e-02,7.159030101848292617e-14,1.081013545379092414e-14
8.162118723150724175e-02,8.347194773987073041e-14,1.260426410872048208e-14
8.163457763177418836e-02,8.959375664870295848e-14,1.352865725395414845e-14
8.164797242629820428e-02,8.107766697010666866e-14,1.224272771248610901e-14
8.166137161724269788e-02,9.224561450388888437e-14,1.392908779008722327e-14
8.167477520677253466e-02,7.982164371332768353e-14,1.205306820071248139e-14
8.168818319705395403e-02,7.379138035131589527e-14,1.114249843304870147e-14
8.170159559025462481e-02,5.476811360820535423e-14,8.269985154839010243e-15
8.171501238854367299e-02,7.087913738418523913e-14,1.070274974501197241e-14
8.172843359409162622e-02,8.613347260676917843e-14,1.300615436362214728e-14
8.174185920907041381e-02,7.414257442639709445e-14,1.119552873838596312e-14
8.175528923565344996e-02,7.064665684730852160e-14,1.066764518394358802e-14
8.176872367601550895e-02,5.742366843234238088e-14,8.670973933283700421e-15
8.178216253233286381e-02,6.584810608711559333e-14,9.943064019154456638e-15
8.179560580678318926e-02,7.125070986697217445e-14,1.075885718991279968e-14
8.180905350154554778e-02,7.600075280209230657e-14,1.147611367311594018e-14
8.182250561880051454e-02,9.039999413445953597e-14,1.365039911430339210e-14
8.183596216073008023e-02,6.860561321306015866e-14,1.035944759517208565e-14
8.184942312951756782e-02,6.707379771292337754e-14,1.012814345465143146e-14
8.186288852734791011e-02,7.027301855827695032e-14,1.061122580229982164e-14
8.187635835640735826e-02,8.838383535582802560e-14,1.334595913873003313e-14
8.188983261888360676e-02,8.522980046470188367e-14,1.286969987016998698e-14
8.190331131696583500e-02,9.783290166614865595e-14,1.477276815158844871e-14
8.191679445284466565e-02,8.823528903591799254e-14,1.332352864442361880e-14
8.193028202871213694e-02,7.515903259763791929e-14,1.134901392224332742e-14
8.194377404676171650e-02,7.894718806312727065e-14,1.192102539753222024e-14
8.195727050918835688e-02,8.526858473060799714e-14,1.287555629432180878e-14
8.197077141818842616e-02,8.491531600167838382e-14,1.282221271625343771e-14
8.198427677595977736e-02,8.758011509299817059e-14,1.322459737904272522e-14
8.199778658470167902e-02,9.777087231995652140e-14,1.476340172031343784e-14
8.201130084661482911e-02,1.066591194482923457e-13,1.610552703669214625e-14
8.202481956390143825e-02,1.064909310370049591e-13,1.608013058658775014e-14
8.203834273876511873e-02,1.045488594190123465e-13,1.578687777227086575e-14
8.205187037341096778e-02,9.502779134070455696e-14,1.434919649244639136e-14
8.206540247004552591e-02,1.029075534520987145e-13,1.553904057126690751e-14
8.207893903087677689e-02,8.435512782351284468e-14,1.273762430135044123e-14
8.209248005811417559e-02,8.061543246135155862e-14,1.217293030166408741e-14
8.210602555396862012e-02,9.048534331305462897e-14,1.366328684027125158e-14
8.211957552065250743e-02,9.179311211263763766e-14,1.386075992900828592e-14
8.213312996037963609e-02,7.737295708815758562e-14,1.168331652031179701e-14
8.214668887536531738e-02,7.239134167740301264e-14,1.093109259328785651e-14
8.216025226782629198e-02,7.290392514749525839e-14,1.100849269727178633e-14
8.217382013998078549e-02,7.989182587025757444e-14,1.206366570640889595e-14
8.218739249404849456e-02,8.224842529330679220e-14,1.241951221928932796e-14
8.220096933225055913e-02,8.429928310833057080e-14,1.272919174935791786e-14
8.221455065680960406e-02,7.076004110739748490e-14,1.068476620721702195e-14
8.222813646994971137e-02,7.903870855012109082e-14,1.193484499106828606e-14
8.224172677389644803e-02,7.941314301020050943e-14,1.199138459454027906e-14
8.225532157087682428e-02,8.035688320620813704e-14,1.213388936413743006e-14
8.226892086311936303e-02,7.602086958757914715e-14,1.147915130772445354e-14
8.228252465285404438e-02,7.828669806680619546e-14,1.182129140808773785e-14
8.229613294231229170e-02,8.182551331415157147e-14,1.235565251043688917e-14
8.230974573372708269e-02,8.380103933665006663e-14,1.265395693983416170e-14
8.232336302933276895e-02,6.901944492234492170e-14,1.042193618327408494e-14
8.233698483136527024e-02,7.438858590801722932e-14,1.123267647211060285e-14
8.235061114206192190e-02,7.226645389515360658e-14,1.091223453816819654e-14
8.236424196366164130e-02,8.513328058105536835e-14,1.285512536773936322e-14
8.237787729840466422e-02,1.261193038356280404e-13,1.904401487917983700e-14
8.239151714853286401e-02,8.450396400785430218e-14,1.276009856518600184e-14
8.240516151628952957e-02,8.510177422953699781e-14,1.285036790866008837e-14
8.241881040391942082e-02,8.391031800395668518e-14,1.267045801859746128e-14
8.243246381366882425e-02,9.243527985630180383e-14,1.395772725830157479e-14
8.244612174778553904e-02,8.502838648920044549e-14,1.283928635986926946e-14
8.245978420851872437e-02,8.520148013511416883e-14,1.286542350040224183e-14
8.247345119811920477e-02,8.158808965174338034e-14,1.231980153741325178e-14
8.248712271883919256e-02,8.346289186070920342e-14,1.260289667096709175e-14
8.250079877293238495e-02,1.008837363871998461e-13,1.523344419446717901e-14
8.251447936265403349e-02,7.322269507484650749e-14,1.105662695630182374e-14
8.252816449026087464e-02,6.848288656364713730e-14,1.034091587111072007e-14
8.254185415801108816e-02,6.377124532371470092e-14,9.629458043880921568e-15
8.255554836816439424e-02,6.332372876750299434e-14,9.561883043892953749e-15
8.256924712298202573e-02,8.100169530355266630e-14,1.223125599083645428e-14
8.258295042472670044e-02,9.128615695664691756e-14,1.378420970045368658e-14
8.259665827566259333e-02,7.625100562751983443e-14,1.151390184975549656e-14
8.261037067805546141e-02,7.001166995429854762e-14,1.057176216309908191e-14
8.262408763417253277e-02,5.227071552309327340e-14,7.892878043987085375e-15
8.263780914628253427e-02,7.232110727700181499e-14,1.092048719882727602e-14
8.265153521665571934e-02,6.831535538649713993e-14,1.031561866336107010e-14
8.266526584756377083e-02,7.199587557622285542e-14,1.087137721200965320e-14
8.267900104128003691e-02,5.379898284808169250e-14,8.123646410060336059e-15
8.269274080007923966e-02,8.563066215929804413e-14,1.293022998605400680e-14
8.270648512623765547e-02,7.859912024994296206e-14,1.186846715774138934e-14
8.272023402203310116e-02,7.690706373535017526e-14,1.161296662403787887e-14
8.273398748974489236e-02,8.516845438625043733e-14,1.286043661232381876e-14
8.274774553165382962e-02,8.569630649931688058e-14,1.294014228139685105e-14
8.276150815004225392e-02,6.739032444892256161e-14,1.017593899178730759e-14
8.277527534719404667e-02,8.079757680812878991e-14,1.220043409802744875e-14
8.278904712539457422e-02,9.004748548154831014e-14,1.359717030771379744e-14
8.280282348693075722e-02,8.361965306778688751e-14,1.262656761323582226e-14
8.281660443409102901e-02,8.821273356860530229e-14,1.332012276885940207e-14
8.283038996916532171e-02,9.428325978880607957e-14,1.423677222810971887e-14
8.284418009444509401e-02,9.299877688298127640e-14,1.404281530933017558e-14
8.285797481222338667e-02,1.060380830034354891e-13,1.601175053351876279e-14
8.287177412479471150e-02,9.739400019622470863e-14,1.470649402962993247e-14
8.288557803445507910e-02,9.586693282628721455e-14,1.447590685676937197e-14
8.289938654350215153e-02,6.884604553197474149e-14,1.039575287532818708e-14
8.291319965423500638e-02,6.026932010449631558e-14,9.100667335778945824e-15
8.292701736895430331e-02,7.905389784265268695e-14,1.193713857424055809e-14
8.294083968996225631e-02,8.562182661978175197e-14,1.292889581958704697e-14
8.295466661956250876e-02,8.747946811615977253e-14,1.320939968554012803e-14
8.296849816006036937e-02,1.005832431919830106e-13,1.518806972198943773e-14
8.298233431376265956e-02,9.144009909469770370e-14,1.380745496329935458e-14
8.299617508297764401e-02,8.407032617671630950e-14,1.269461925268416443e-14
8.301002047001525275e-02,8.873510415159454844e-14,1.339900072689077896e-14
8.302387047718688684e-02,8.866481386797791962e-14,1.338838689406466772e-14
8.303772510680548780e-02,8.548781482103074080e-14,1.290866003797564427e-14
8.305158436118555143e-02,8.247287302636315839e-14,1.245340382698083928e-14
8.306544824264315563e-02,8.670431600197550165e-14,1.309235171629830207e-14
8.307931675349587708e-02,9.456315505759152539e-14,1.427903641369632300e-14
8.309318989606288841e-02,8.553969369948870052e-14,1.291649374862279587e-14
8.310706767266483330e-02,9.608211130406871834e-14,1.450839880691437911e-14
8.312095008562397913e-02,6.931175297551392482e-14,1.046607469930260439e-14
8.313483713726411983e-02,6.225382502714930973e-14,9.400327579099547512e-15
8.314872882991061753e-02,6.035214603274519480e-14,9.113174050944525045e-15
8.316262516589033316e-02,6.353402314423670049e-14,9.593637494779742822e-15
8.317652614753177909e-02,7.600956408150898259e-14,1.147744417630785785e-14
8.319043177716491100e-02,8.189693202233961331e-14,1.236643673537328310e-14
8.320434205712134990e-02,7.146293407261490613e-14,1.079090304496485282e-14
8.321825698973420171e-02,6.450970989679322324e-14,9.740966194415777593e-15
8.323217657733816832e-02,7.431479593413855411e-14,1.122153418605492394e-14
8.324610082226950591e-02,8.648843723756897345e-14,1.305975402287291637e-14
8.326002972686605275e-02,8.985535442434221404e-14,1.356815851807567582e-14
8.327396329346717363e-02,6.830270546713451988e-14,1.031370852553731484e-14
8.328790152441382932e-02,6.987864290436507911e-14,1.055167507855912782e-14
8.330184442204852102e-02,7.463210733883947423e-14,1.126944820816476289e-14
8.331579198871533198e-02,7.063786676640081892e-14,1.066631788172652516e-14
8.332974422675996917e-02,9.285352656341174075e-14,1.402088251107517511e-14
8.334370113852959672e-02,8.497286313350377644e-14,1.283090233315907147e-14
8.335766272637307184e-02,6.622904606236683236e-14,1.000058595541739360e-14
8.337162899264075056e-02,9.004269273014480972e-14,1.359644660225186903e-14
8.338559993968457096e-02,9.874757622217043386e-14,1.491088400954773647e-14
8.339957556985808096e-02,9.624270085316119283e-14,1.453264782882734287e-14
8.341355588551638278e-02,1.065069503298499054e-13,1.608254949980733915e-14
8.342754088901613296e-02,8.698841913840912091e-14,1.313525128989977953e-14
8.344153058271566725e-02,8.031394776434865236e-14,1.212740611241664806e-14
8.345552496897476469e-02,9.105363584271659966e-14,1.374909901225020787e-14
8.346952405015489740e-02,9.574257440865923902e-14,1.445712873570754762e-14
8.348352782861905019e-02,7.688731080786959362e-14,1.160998393198830996e-14
8.349753630673185933e-02,9.076174297477970485e-14,1.370502318919173687e-14
8.351154948685948765e-02,9.977856380391613754e-14,1.506656313439134042e-14
8.352556737136976328e-02,9.781873521896818619e-14,1.477062901806419859e-14
8.353958996263199932e-02,7.640977247589133738e-14,1.153787564385959313e-14
8.355361726301716030e-02,9.831278876070453093e-14,1.484523110286638747e-14
8.356764927489783445e-02,9.430434388606534958e-14,1.423995592679586897e-14
8.358168600064813658e-02,8.781935366886078031e-14,1.326072240399797962e-14
8.359572744264384681e-02,9.745207959092153169e-14,1.471526401822915250e-14
8.360977360326225793e-02,1.032863724822477401e-13,1.559624224481941236e-14
8.362382448488231423e-02,9.781354021790178008e-14,1.476984457290317002e-14
8.363788008988461142e-02,1.004744396281227988e-13,1.517164038384654383e-14
8.365194042065123015e-02,9.796256818201570503e-14,1.479234779548437347e-14
8.366600547956593026e-02,1.021203776790545339e-13,1.542017702953723544e-14
8.368007526901403981e-02,1.005848214640329712e-13,1.518830804106898032e-14
8.369414979138252442e-02,9.163413100989051488e-14,1.383675378249346939e-14
8.370822904905991790e-02,8.201897442912070136e-14,1.238486513879722823e-14
8.372231304443640554e-02,9.393006838933620093e-14,1.418344032678976833e-14
8.373640177990375466e-02,1.117557134383169971e-13,1.687511272918586803e-14
8.375049525785532856e-02,1.144770483484693304e-13,1.728603430061887301e-14
8.376459348068614197e-02,9.354177136687767553e-14,1.412480747639853099e-14
8.377869645079279171e-02,9.879749254136510124e-14,1.491842137374613290e-14
8.379280417057347052e-02,1.088330988835549094e-13,1.643379793141679271e-14
8.380691664242803651e-02,1.118848394359811624e-13,1.689461075483315757e-14
8.382103386875797146e-02,1.009844994265213712e-13,1.524865941340472808e-14
8.383515585196628372e-02,1.006723354841603176e-13,1.520152265810821182e-14
8.384928259445771637e-02,1.014897804250908446e-13,1.532495684418872067e-14
8.386341409863856677e-02,8.686952707552049739e-14,1.311729858840359701e-14
8.387755036691674215e-02,7.796300643738259557e-14,1.177241397204477401e-14
8.389169140170184280e-02,8.629119813803737047e-14,1.302997091884364472e-14
8.390583720540499557e-02,8.377434466105462772e-14,1.264992604381925031e-14
8.391998778043907592e-02,7.157377017015542396e-14,1.080763929569347023e-14
8.393414312921848586e-02,8.554979156629669269e-14,1.291801852651080224e-14
8.394830325415930661e-02,8.366323335689063084e-14,1.263314823689048713e-14
8.396246815767920146e-02,8.649548893407000504e-14,1.306081882904457201e-14
8.397663784219754068e-02,7.826688383564070095e-14,1.181829945918174818e-14
8.399081231013526272e-02,7.986902598976143426e-14,1.206022292445397852e-14
8.400499156391498523e-02,6.912464189752478195e-14,1.043782092652624341e-14
8.401917560596090795e-02,6.464356028963693854e-14,9.761177603735179298e-15
8.403336443869892369e-02,7.709685794159350081e-14,1.164162554918062025e-14
8.404755806455657674e-02,9.757360259044198068e-14,1.473361399115673995e-14
8.406175648596295180e-02,1.144520503020089771e-13,1.728225959560335966e-14
8.407595970534889607e-02,1.034224791678565919e-13,1.561679435434634778e-14
8.409016772514682492e-02,8.217757732781798763e-14,1.240881417650051818e-14
8.410438054779077743e-02,7.734807025506047819e-14,1.167955860851413420e-14
8.411859817571655518e-02,7.701920052622865162e-14,1.162989927946052883e-14
8.413282061136148626e-02,6.639225523617805042e-14,1.002523054066288742e-14
8.414704785716459190e-02,8.644943433191687468e-14,1.305386458411945082e-14
8.416127991556658638e-02,8.718469309461111262e-14,1.316488865728628010e-14
8.417551678900973833e-02,9.291985378869134869e-14,1.403089792209239562e-14
8.418975847993803718e-02,9.744649902992093551e-14,1.471442135351806280e-14
8.420400499079713774e-02,8.204318166732090195e-14,1.238852043176545761e-14
8.421825632403431849e-02,9.315473608041591771e-14,1.406636514814280520e-14
8.423251248209850939e-02,9.204755772435009536e-14,1.389918121637686614e-14
8.424677346744033346e-02,8.256806467871695562e-14,1.246777776648626249e-14
8.426103928251202357e-02,7.610434364094552805e-14,1.149175588978277723e-14
8.427530992976750568e-02,9.694503357645169813e-14,1.463870007004420796e-14
8.428958541166241270e-02,1.008064211773474259e-13,1.522176959777946434e-14
8.430386573065394573e-02,9.424278027225630995e-14,1.423065982111070434e-14
8.431815088920102674e-02,8.958935043222026335e-14,1.352799191526526197e-14
8.433244088976424302e-02,9.135058825474967149e-14,1.379393882646720287e-14
8.434673573480584718e-02,9.287455329614553433e-14,1.402405754771797823e-14
8.436103542678977107e-02,7.840767192774468924e-14,1.183955846108945056e-14
8.437533996818159798e-02,9.278531779023621687e-14,1.401058298632567131e-14
8.438964936144859041e-02,1.020102526642702627e-13,1.540354815230481130e-14
8.440396360905969009e-02,1.003844723787577554e-13,1.515805532919242424e-14
8.441828271348549018e-02,9.465088871258255888e-14,1.429228419559996779e-14
8.443260667719831858e-02,1.032362584460507986e-13,1.558867502535367240e-14
8.444693550267208526e-02,9.922056226959412827e-14,1.498230490270871604e-14
8.446126919238253206e-02,8.797168724956247918e-14,1.328372477468393692e-14
8.447560774880691348e-02,8.252627875435586809e-14,1.246146809190773751e-14
8.448995117442424652e-02,9.680030412323318470e-14,1.461684592260821239e-14
8.450429947171522738e-02,7.948327480907752638e-14,1.200197449617070867e-14
8.451865264316227311e-02,8.496361123496461711e-14,1.282950529647965905e-14
8.453301069124942446e-02,8.855533869116983185e-14,1.337185614236664683e-14
8.454737361846245691e-02,8.355911139483003441e-14,1.261742582061933663e-14
8.456174142728879739e-02,6.942382627182771158e-14,1.048299776704598546e-14
8.457611412021757979e-02,7.664893756428702582e-14,1.157398957220734269e-14
8.459049169973967275e-02,8.158654262811638491e-14,1.231956793684557589e-14
8.460487416834755470e-02,7.473791087512287324e-14,1.128542454214355621e-14
8.461926152853543881e-02,8.844473683748617059e-14,1.335515526246041370e-14
8.463365378279928686e-02,8.970760144558024412e-14,1.354584781828261925e-14
8.464805093363668431e-02,7.574610968496223701e-14,1.143766256242929962e-14
8.466245298354695137e-02,8.739829534885213588e-14,1.319714259767667529e-14
8.467685993503112907e-02,9.096133567145398330e-14,1.373516168638955424e-14
8.469127179059188215e-02,8.612320401811485333e-14,1.300460380673534415e-14
8.470568855273365172e-02,8.603704910465854217e-14,1.299159441480344204e-14
8.472011022396261359e-02,8.669166346897176677e-14,1.309044118381473921e-14
8.473453680678655342e-02,5.484211982119613702e-14,8.281160093000618458e-15
8.474896830371500545e-02,6.427024641320987986e-14,9.704807208394693032e-15
8.476340471725926640e-02,6.790829691477730696e-14,1.025415283413137566e-14
8.477784604993227058e-02,7.308378119904276806e-14,1.103565096105545959e-14
8.479229230424868702e-02,9.004919206415885165e-14,1.359742800168798811e-14
8.480674348272494723e-02,8.904610758813312451e-14,1.344596224580810366e-14
8.482119958787912029e-02,7.615612606484213625e-14,1.149957503579116428e-14
8.483566062223105164e-02,8.610806192221984872e-14,1.300231735025519879e-14
8.485012658830227983e-02,9.444971025855029072e-14,1.426190624904109514e-14
8.486459748861607810e-02,7.490061653342326751e-14,1.130999309654691525e-14
8.487907332569742669e-02,6.192030521479545689e-14,9.349966087434115391e-15
8.489355410207302666e-02,7.429130046765655849e-14,1.121798637061614272e-14
8.490803982027129992e-02,5.458108570577117660e-14,8.241743941571448562e-15
8.492253048282243089e-02,5.473066710298173062e-14,8.264330732550242743e-15
8.493702609225828315e-02,5.803092004490244698e-14,8.762668926780271563e-15
8.495152665111251056e-02,7.046948206338302391e-14,1.064089179157083792e-14
8.496603216192040453e-02,6.162852066926739562e-14,9.305906621059377483e-15
8.498054262721910224e-02,7.093368449796999871e-14,1.071098635919347176e-14
8.499505804954736454e-02,7.435760003317711793e-14,1.122799760500974703e-14
8.500957843144574255e-02,7.611887807791847534e-14,1.149395058976569138e-14
8.502410377545657760e-02,7.809186119413793458e-14,1.179187104031482991e-14
8.503863408412382086e-02,9.144672069903122017e-14,1.380845482555371695e-14
8.505316935999326922e-02,7.546765002102825448e-14,1.139561515317526894e-14
8.506770960561239880e-02,1.000481593448220925e-13,1.510727206106813687e-14
