# E [eV], EF_E [erg/cm2s], sigma_EF_E [erg/cm2s]
5.671859222934363953e-02,3.347702254083878783e-12,1.181738895691609123e-12
5.673411243474899002e-02,3.288680067950767750e-12,1.160904063986621027e-12
5.674964113622930212e-02,3.361357142207603703e-12,1.186559071199284028e-12
5.676517834076291041e-02,3.246438000234578915e-12,1.145992614082806205e-12
5.678072405533573369e-02,3.309290017114525936e-12,1.168179376041427681e-12
5.679627828694135822e-02,3.450294825713965306e-12,1.217954073477029635e-12
5.681184104258106549e-02,3.343833738826142619e-12,1.180373309805628227e-12
5.682741232926377672e-02,3.366252079966487824e-12,1.188286984228170145e-12
5.684299215400612226e-02,3.360265255606809384e-12,1.186173635229203692e-12
5.685858052383240685e-02,3.302292120161247137e-12,1.165709118416920241e-12
5.687417744577467210e-02,3.227914573375869582e-12,1.139453844401681961e-12
5.688978292687265487e-02,3.354773125476745262e-12,1.184234913293290948e-12
5.690539697417382886e-02,3.363094848584020205e-12,1.187172481550159023e-12
5.692101959473339773e-02,3.282620149845982532e-12,1.158764912895631854e-12
5.693665079561433667e-02,3.370411272628830131e-12,1.189755179237976881e-12
5.695229058388737164e-02,3.429120366923343116e-12,1.210479489523940126e-12
5.696793896663097934e-02,3.245828321684785269e-12,1.145777397554729209e-12
5.698359595093143576e-02,3.349796609032383129e-12,1.182478202988431086e-12
