# E [eV], EF_E [erg/cm2s], sigma_EF_E [erg/cm2s]
1.291852661739917585e-01,3.239731813095430904e-12,4.082062084500242806e-13
1.292027085023648159e-01,3.183647517728709069e-12,4.011395872338173374e-13
1.292201555414283498e-01,3.146491861722958851e-12,3.964579745770928060e-13
1.292376072930909170e-01,3.194697695515995257e-12,4.025319096350154145e-13
1.292550637592622398e-01,3.240010073170255571e-12,4.082412692194522209e-13
1.292725249418529287e-01,3.285296934361574566e-12,4.139474137295583795e-13
1.292899908427746491e-01,3.213304150334806223e-12,4.048763229421856079e-13
1.293074614639402042e-01,3.260959768184930163e-12,4.108809307913011827e-13
1.293249368072633132e-01,3.254791216295433424e-12,4.101036932532246279e-13
1.293424168746587499e-01,3.173529834219066472e-12,3.998647591116023937e-13
1.293599016680423430e-01,3.171219953839009304e-12,3.995737141837151865e-13
1.293773911893310313e-01,3.159142685920909528e-12,3.980519784260346086e-13
1.293948854404426418e-01,3.222694002611665022e-12,4.060594443290698179e-13
1.294123844232961673e-01,3.187434655286789316e-12,4.016167665661354554e-13
1.294298881398115442e-01,2.940214647753353937e-12,3.704670456169226062e-13
1.294473965919098191e-01,3.175444022040318232e-12,4.001059467770801033e-13
1.294649097815130934e-01,3.185892760404105120e-12,4.014224878109172621e-13
1.294824277105443289e-01,3.138830533476672435e-12,3.954926472180607163e-13
1.294999503809278474e-01,3.104046535682233755e-12,3.911098634959614628e-13
1.295174777945886924e-01,3.181853237319930766e-12,4.009135079023112568e-13
1.295350099534531563e-01,3.204262333075010295e-12,4.037370539674513133e-13
1.295525468594484475e-01,3.223499442962486928e-12,4.061609298132733468e-13
1.295700885145029679e-01,3.257044800255975208e-12,4.103876448322528759e-13
1.295876349205460076e-01,3.221193586975668850e-12,4.058703919589342957e-13
1.296051860795079391e-01,3.280447192154461916e-12,4.133363462114622035e-13
1.296227419933202729e-01,3.224583570808941219e-12,4.062975299219265734e-13
1.296403026639154910e-01,3.257579345361751492e-12,4.104549975155806920e-13
1.296578680932271299e-01,3.207680090456874603e-12,4.041676913975662077e-13
1.296754382831897534e-01,3.195826091614762184e-12,4.026740875434600276e-13
1.296930132357390075e-01,3.243659310912769592e-12,4.087010731750089738e-13
1.297105929528115931e-01,3.295729158932507802e-12,4.152618740254959774e-13
1.297281774363452100e-01,3.227320113172022138e-12,4.066423342596748027e-13
1.297457666882787242e-01,3.221790034243833174e-12,4.059455443147229839e-13
1.297633607105519171e-01,3.219308952752340637e-12,4.056329280467949130e-13
1.297809595051056808e-01,3.245025064164150809e-12,4.088731580846830222e-13
1.297985630738819895e-01,3.232558442946215736e-12,4.073023638112231819e-13
1.298161714188238169e-01,3.252653610591184553e-12,4.098343549344892658e-13
1.298337845418752468e-01,3.217435158116787812e-12,4.053968299227152562e-13
1.298514024449813065e-01,3.228129363623300704e-12,4.067442998165358940e-13
1.298690251300882725e-01,3.206134227393552728e-12,4.039729126515876220e-13
1.298866525991433096e-01,3.217114253627505096e-12,4.053563959570656397e-13
1.299042848540946926e-01,3.214950101206531180e-12,4.050837127520229081e-13
1.299219218968917511e-01,3.196359383426933153e-12,4.027412823117935922e-13
1.299395637294849526e-01,3.078838749001348159e-12,3.879336823741698539e-13
1.299572103538256529e-01,3.294344797200585154e-12,4.150874444472737148e-13
1.299748617718663735e-01,3.318357156002398128e-12,4.181130016563021892e-13
1.299925179855607738e-01,3.239730157873063121e-12,4.082059998920059746e-13
1.300101789968634292e-01,3.286663117814088794e-12,4.141195528445751710e-13
1.300278448077300530e-01,3.248501397443016445e-12,4.093111760778200959e-13
1.300455154201173857e-01,3.222382796276050097e-12,4.060202323307823066e-13
1.300631908359833055e-01,3.248235406377259672e-12,4.092776612035347061e-13
1.300808710572866900e-01,3.260898060447892594e-12,4.108731556164344793e-13
1.300985560859874435e-01,3.224947849515316465e-12,4.063434290389298900e-13
1.301162459240466640e-01,3.197389905362473691e-12,4.028711280756717060e-13
1.301339405734263932e-01,3.210705676784080034e-12,4.045489152747940822e-13
1.301516400360898107e-01,3.187182320617146250e-12,4.015849723977604098e-13
1.301693443140010953e-01,3.132893556655423741e-12,3.947445881385833974e-13
1.301870534091256193e-01,3.242927737898485074e-12,4.086088949752091092e-13
1.302047673234296987e-01,3.196728238014400564e-12,4.027877579898144860e-13
1.302224860588807320e-01,3.215941378464674383e-12,4.052086136865489912e-13
1.302402096174473112e-01,3.218733278628816942e-12,4.055603931072309501e-13
1.302579380010989440e-01,3.201244912587675700e-12,4.033568589860471596e-13
1.302756712118063320e-01,3.201600171988020627e-12,4.034016216704906047e-13
1.302934092515411202e-01,3.208399457374043769e-12,4.042583316291295117e-13
1.303111521222761748e-01,3.246054599059889965e-12,4.090028794815461339e-13
1.303288998259853892e-01,3.235640853986878700e-12,4.076907476023466976e-13
1.303466523646436004e-01,3.249528285329156176e-12,4.094405639514736641e-13
1.303644097402269497e-01,3.267447178434162049e-12,4.116983444827044150e-13
1.303821719547124669e-01,3.254791170249925813e-12,4.101036874514906307e-13
1.303999390100783751e-01,3.269628067894538100e-12,4.119731365547117933e-13
1.304177109083038688e-01,3.277706614881682638e-12,4.129910334750919974e-13
1.304354876513693362e-01,3.309189640144484050e-12,4.169578946582050016e-13
1.304532692412561923e-01,3.270354764321172633e-12,4.120647003044677453e-13
1.304710556799468790e-01,3.251208675141122626e-12,4.096522930677814646e-13
1.304888469694250319e-01,3.186809613959155898e-12,4.015380113588536431e-13
1.305066431116753412e-01,3.169453260461293277e-12,3.993511108181229489e-13
1.305244441086834406e-01,3.187823482125385928e-12,4.016657587477986507e-13
1.305422499624362132e-01,3.201802322992203722e-12,4.034270926970176767e-13
1.305600606749215964e-01,3.217846174564078119e-12,4.054486179950738607e-13
1.305778762481285549e-01,3.255543413967056546e-12,4.101984701598491135e-13
1.305956966840471634e-01,3.226698781364135856e-12,4.065640464518811122e-13
1.306135219846686069e-01,3.263403340852999551e-12,4.111888209474779608e-13
1.306313521519851251e-01,3.292128486241842500e-12,4.148081892664721582e-13
1.306491871879900679e-01,3.292156685891847481e-12,4.148117424223727676e-13
1.306670270946778678e-01,3.286586387476585264e-12,4.141098848220497453e-13
1.306848718740440396e-01,3.270101135626218435e-12,4.120327430889035430e-13
1.307027215280852361e-01,3.255351463645477020e-12,4.101742844193301029e-13
1.307205760587990540e-01,3.252467066992405077e-12,4.098108504410430531e-13
1.307384354681844219e-01,3.222948191906854674e-12,4.060914721802637054e-13
1.307562997582411290e-01,3.274337422175524437e-12,4.125665151941160815e-13
1.307741689309701860e-01,3.246960653792576359e-12,4.091170423778646184e-13
1.307920429883736857e-01,3.217477998357574526e-12,4.054022277930543923e-13
1.308099219324547480e-01,3.258854066106261816e-12,4.106156123293890135e-13
1.308278057652176862e-01,3.180357487688876832e-12,4.007250434487984837e-13
1.308456944886678130e-01,3.140108123721564660e-12,3.956536235889171750e-13
1.308635881048116623e-01,3.247314718570059057e-12,4.091616545398274512e-13
1.308814866156567114e-01,3.254169001438965782e-12,4.100252941813096925e-13
1.308993900232116592e-01,3.280829739260645569e-12,4.133845471468413680e-13
1.309172983294861758e-01,3.305010703428080281e-12,4.164313486319381275e-13
1.309352115364912361e-01,3.245107050565926851e-12,4.088834883713068050e-13
1.309531296462387306e-01,3.239567543884613238e-12,4.081855105294612894e-13
1.309710526607416603e-01,3.221922693068500320e-12,4.059622593266310484e-13
1.309889805820143027e-01,3.270319309744499569e-12,4.120602330278069711e-13
1.310069134120718237e-01,3.284009837977397684e-12,4.137852395851521061e-13
1.310248511529306381e-01,3.266324627572738101e-12,4.115569030741649902e-13
1.310427938066081321e-01,3.258147169536224658e-12,4.105265433615643275e-13
1.310607413751229966e-01,3.232395708384901447e-12,4.072818592564975625e-13
1.310786938604948382e-01,3.188589011968942052e-12,4.017622155080866873e-13
1.310966512647444571e-01,3.213465680420937803e-12,4.048966757330381495e-13
1.311146135898937359e-01,3.270194908150005219e-12,4.120445584269006531e-13
1.311325808379656954e-01,3.249647474129401441e-12,4.094555817403045710e-13
1.311505530109844386e-01,3.224093739935114694e-12,4.062358112318244317e-13
1.311685301109751789e-01,3.224811000067315094e-12,4.063261860084816950e-13
1.311865121399642398e-01,3.196520143104979338e-12,4.027615380312273865e-13
1.312044990999791105e-01,3.166882812321173831e-12,3.990272343524678970e-13
1.312224909930482519e-01,3.188980385285302095e-12,4.018115285459480486e-13
1.312404878212014570e-01,3.223395698714890220e-12,4.061478580380761682e-13
1.312584895864694068e-01,3.172773268939463224e-12,3.997694318863723473e-13
1.312764962908840594e-01,3.186072997503056860e-12,4.014451976853851454e-13
1.312945079364783441e-01,3.203005512407418714e-12,4.035786945633347644e-13
1.313125245252864670e-01,3.273752138853261305e-12,4.124927694955109413e-13
1.313305460593436613e-01,3.218493826660605205e-12,4.055302221592362691e-13
1.313485725406862425e-01,3.205381181322435551e-12,4.038780288466268980e-13
1.313666039713517197e-01,3.224810546280280042e-12,4.063261288313152905e-13
1.313846403533787122e-01,3.186126983599159366e-12,4.014519999334940672e-13
1.314026816888068938e-01,3.281319466410894679e-12,4.134462527677727105e-13
1.314207279796771322e-01,3.237306828340982747e-12,4.079006603709638132e-13
1.314387792280313771e-01,3.214308666849319597e-12,4.050028920230142914e-13
1.314568354359126612e-01,3.221277736734304685e-12,4.058809948285224016e-13
1.314748966053652657e-01,3.179442593136087505e-12,4.006097667351470261e-13
1.314929627384344712e-01,3.199852910045757149e-12,4.031814666657654145e-13
1.315110338371667797e-01,3.152749989028263300e-12,3.972464986175611713e-13
1.315291099036097200e-01,3.140627122893371388e-12,3.957190174845648142e-13
1.315471909398119865e-01,3.191490704164537492e-12,4.021278287247317252e-13
1.315652769478234674e-01,3.134546356288616495e-12,3.949528408923656578e-13
1.315833679296950498e-01,2.980275034026719360e-12,3.755146542873666192e-13
1.316014638874788423e-01,3.228984992707033992e-12,4.068521090810862636e-13
1.316195648232280913e-01,3.266152244496736546e-12,4.115351828065887963e-13
1.316376707389971534e-01,3.224339968266612042e-12,4.062668360015931039e-13
1.316557816368414124e-01,3.229035513449627553e-12,4.068584746946530959e-13
1.316738975188175564e-01,3.212517314176884318e-12,4.047771815862874471e-13
1.316920183869833005e-01,3.218050742336762156e-12,4.054743935344320571e-13
1.317101442433974978e-01,3.174309239991498293e-12,3.999629642389287680e-13
1.317282750901201949e-01,3.252268971182591411e-12,4.097858903690064971e-13
1.317464109292124652e-01,3.267143707821445325e-12,4.116601071855020903e-13
1.317645517627366591e-01,3.249626317392398153e-12,4.094529159914421766e-13
1.317826975927560984e-01,3.127094443188939402e-12,3.940138998418063869e-13
1.318008484213354092e-01,3.051943805781538291e-12,3.845449195284738485e-13
1.318190042505402726e-01,3.221678764632433404e-12,4.059315243436865988e-13
1.318371650824374519e-01,3.196955000715300075e-12,4.028163300901278365e-13
1.318553309190949874e-01,3.201074391510161834e-12,4.033353733302803794e-13
1.318735017625818629e-01,3.200371657716235767e-12,4.032468288722457131e-13
1.318916776149684500e-01,3.172303386724977063e-12,3.997102267273470893e-13
1.319098584783260919e-01,3.169987705668317540e-12,3.994184509142079923e-13
1.319280443547272696e-01,3.172580268804508447e-12,3.997451138693680640e-13
1.319462352462457133e-01,3.150249037993671407e-12,3.969313787872026038e-13
1.319644311549562077e-01,3.173338585292658720e-12,3.998406617468749931e-13
1.319826320829347033e-01,3.259513080515803368e-12,4.106986481449912187e-13
1.320008380322582886e-01,3.228786925247958960e-12,4.068271525812428144e-13
1.320190490050052734e-01,3.224901456669404354e-12,4.063375835403449566e-13
1.320372650032549944e-01,3.263881353293748779e-12,4.112490505150123696e-13
1.320554860290880372e-01,3.266399019371539327e-12,4.115662764408139806e-13
1.320737120845860979e-01,3.238369882271678922e-12,4.080346051662315486e-13
1.320919431718319825e-01,3.216072501312180553e-12,4.052251351653347744e-13
1.321101792929096908e-01,3.267075189910675217e-12,4.116514739287450773e-13
1.321284204499043879e-01,3.266992672883749609e-12,4.116410767833524438e-13
1.321466666449023775e-01,3.242836318364442593e-12,4.085973761139197579e-13
1.321649178799910729e-01,3.235475311438995040e-12,4.076698892413133912e-13
1.321831741572590813e-01,3.246049271531108920e-12,4.090022082129197232e-13
1.322014354787961754e-01,3.233220401165274995e-12,4.073857705468246324e-13
1.322197018466932938e-01,3.152649806282987452e-12,3.972338755916564125e-13
1.322379732630424576e-01,3.160704341932427655e-12,3.982487470834858934e-13
1.322562497299368811e-01,3.224044495081125893e-12,4.062296063802218782e-13
1.322745312494710002e-01,3.196664966085170683e-12,4.027797857267315162e-13
1.322928178237403052e-01,3.238107111613825589e-12,4.080014960633420335e-13
1.323111094548414801e-01,3.176960008228202464e-12,4.002969610367535283e-13
1.323294061448724579e-01,3.155621142595557466e-12,3.976082639670402238e-13
1.323477078959321984e-01,3.163321704214460651e-12,3.985785347310220557e-13
1.323660147101209106e-01,3.164807052405303124e-12,3.987656886030681779e-13
1.323843265895398857e-01,3.224236939146277081e-12,4.062538543324309190e-13
1.324026435362916920e-01,3.258557981283754509e-12,4.105783056417530880e-13
1.324209655524799523e-01,3.202676282912627695e-12,4.035372116469910681e-13
1.324392926402095105e-01,3.305549526933965149e-12,4.164992403936796367e-13
1.324576248015863766e-01,3.252898115856867476e-12,4.098651625979652999e-13
1.324759620387176984e-01,3.234289563551048982e-12,4.075204850074321770e-13
1.324943043537118448e-01,3.259239955713176271e-12,4.106642344198602198e-13
1.325126517486782673e-01,3.242119936241598872e-12,4.085071119664414361e-13
1.325310042257276388e-01,3.233039337879989069e-12,4.073629565728786057e-13
1.325493617869718532e-01,3.239803882589542673e-12,4.082152892062823659e-13
1.325677244345238315e-01,3.165432379772390202e-12,3.988444798513211472e-13
1.325860921704978268e-01,3.123093878616593166e-12,3.935098287056907442e-13
1.326044649970091749e-01,3.103492986841340720e-12,3.910401163420089134e-13
1.326228429161743771e-01,3.097795163592385725e-12,3.903221906126406062e-13
1.326412259301111007e-01,3.189969738509698982e-12,4.019361870522220749e-13
1.326596140409382896e-01,3.207632334057556485e-12,4.041616740912521029e-13
1.326780072507759423e-01,3.179614114398088266e-12,4.006313784141591163e-13
1.326964055617453064e-01,3.150007248924184013e-12,3.969009133644471861e-13
1.327148089759687954e-01,3.150146725137465048e-12,3.969184873673205875e-13
1.327332174955699329e-01,3.167470835017129050e-12,3.991013252121582394e-13
1.327516311226734913e-01,3.202870119373405730e-12,4.035616350410491042e-13
1.327700498594053813e-01,3.192446601645827542e-12,4.022482718073742888e-13
1.327884737078928179e-01,3.206727997316267499e-12,4.040477276618497218e-13
1.328069026702640154e-01,3.244985363920300654e-12,4.088681558539578978e-13
1.328253367486484371e-01,3.230159843534065220e-12,4.070001402852922229e-13
1.328437759451767675e-01,3.196127733118252175e-12,4.027120943728997720e-13
1.328622202619808568e-01,3.112975293338260590e-12,3.922348869606208166e-13
1.328806697011937488e-01,3.153080845778334520e-12,3.972881865680701504e-13
1.328991242649495974e-01,3.154733020940571519e-12,3.974963606385120155e-13
1.329175839553838612e-01,3.158385352855570834e-12,3.979565544598019089e-13
1.329360487746330532e-01,3.156053789373819988e-12,3.976627774611013084e-13
1.329545187248350191e-01,3.157208216615173678e-12,3.978082352935118625e-13
1.329729938081286866e-01,3.159527893236073820e-12,3.981005145477453155e-13
1.329914740266542050e-01,3.091835142156619621e-12,3.895712279117340944e-13
1.330099593825529170e-01,3.119325052405499552e-12,3.930349566030929557e-13
1.330284498779673308e-01,3.173252047559898786e-12,3.998297579925472253e-13
1.330469455150412039e-01,3.177662626206750605e-12,4.003854909020505706e-13
1.330654462959194317e-01,3.184721992145429479e-12,4.012749710103240921e-13
1.330839522227480753e-01,3.224807056888001403e-12,4.063256891678881635e-13
1.331024632976745004e-01,3.276230268723140076e-12,4.128050138591156386e-13
1.331209795228472104e-01,3.293151997921704976e-12,4.149371517381348379e-13
1.331395009004158470e-01,3.274088367050327113e-12,4.125351342483411953e-13
1.331580274325313007e-01,3.238048900530613434e-12,4.079941614668573128e-13
1.331765591213457112e-01,3.189914526295427719e-12,4.019292303132239091e-13
1.331950959690123004e-01,3.189616342274669663e-12,4.018916591266083913e-13
1.332136379776855395e-01,3.251703310105453755e-12,4.097146170732871961e-13
1.332321851495211762e-01,3.239454063606085293e-12,4.081712120143667353e-13
1.332507374866760685e-01,3.193795927350635308e-12,4.024182868461800525e-13
1.332692949913082681e-01,3.143099745691519580e-12,3.960305679571314844e-13
1.332878576655770753e-01,3.196944986049908723e-12,4.028150682422884903e-13
1.333064255116430397e-01,3.197354382293775723e-12,4.028666521690157596e-13
1.333249985316677655e-01,3.237017340744756460e-12,4.078641849338392970e-13
1.333435767278142170e-01,3.275871117192491502e-12,4.127597607662539369e-13
1.333621601022464409e-01,3.251134536792637686e-12,4.096429516358723408e-13
1.333807486571298162e-01,3.199193806829303703e-12,4.030984196604922657e-13
1.333993423946308321e-01,3.111978050959957559e-12,3.921092344209546638e-13
1.334179413169171713e-01,3.197523173830044411e-12,4.028879199025855825e-13
1.334365454261578210e-01,3.269325903636738964e-12,4.119350638582290885e-13
1.334551547245229342e-01,3.281918210872336345e-12,4.135216945699143653e-13
1.334737692141838017e-01,3.214721391098586501e-12,4.050548952784218898e-13
1.334923888973130468e-01,3.196367190479334963e-12,4.027422660003962146e-13
1.335110137760844862e-01,3.203859148407855799e-12,4.036862526993898541e-13
1.335296438526730189e-01,3.202279010190889573e-12,4.034871552840520693e-13
1.335482791292549043e-01,3.212677970441047814e-12,4.047974242755720213e-13
1.335669196080075671e-01,3.232349640871653050e-12,4.072760547498282932e-13
1.335855652911096536e-01,3.237258346709613391e-12,4.078945516854112881e-13
1.336042161807410034e-01,3.217462339706064482e-12,4.054002548029641089e-13
1.336228722790826773e-01,3.290268411027533860e-12,4.145738197894692696e-13
1.336415335883170130e-01,3.311906579852800278e-12,4.173002290614528471e-13
1.336602001106274584e-01,3.257567147145594983e-12,4.104534605403449723e-13
1.336788718481987936e-01,3.226894263728446243e-12,4.065886772297842178e-13
1.336975488032169368e-01,3.201371189456772478e-12,4.033727698715533209e-13
1.337162309778691383e-01,3.215985182786351225e-12,4.052141330310802653e-13
1.337349183743436476e-01,3.225870924252810736e-12,4.064597364558541807e-13
1.337536109948302132e-01,3.221775185968630676e-12,4.059436734320474793e-13
1.337723088415196382e-01,3.256885732166480605e-12,4.103676022529765724e-13
1.337910119166040024e-01,3.214901666692126822e-12,4.050776100032079908e-13
1.338097202222765514e-01,3.161641441502663439e-12,3.983668216293356188e-13
1.338284337607318908e-01,3.219719445585391216e-12,4.056846501437592875e-13
1.338471525341657087e-01,3.228211842202236515e-12,4.067546921174818077e-13
1.338658765447749699e-01,3.238969698575509066e-12,4.081101820205141649e-13
1.338846057947579715e-01,3.234087903486075148e-12,4.074950758392454788e-13
1.339033402863140931e-01,3.246420097775896188e-12,4.090489323197629370e-13
1.339220800216439911e-01,3.286190949844246393e-12,4.140600596803750374e-13
1.339408250029495706e-01,3.251967642823875559e-12,4.097479229958083314e-13
1.339595752324339861e-01,3.257730201863832001e-12,4.104740054348428466e-13
1.339783307123016132e-01,3.253251214817361824e-12,4.099096530669876173e-13
1.339970914447580208e-01,3.270579135918801336e-12,4.120929711257689555e-13
1.340158574320100826e-01,3.281227486553671359e-12,4.134346633057625739e-13
1.340346286762658934e-01,3.278797821278886494e-12,4.131285254811397051e-13
1.340534051797347137e-01,3.231617983576725134e-12,4.071838659306673668e-13
1.340721869446270809e-01,3.216037996811618751e-12,4.052207875982639618e-13
1.340909739731548367e-01,3.233673176255807702e-12,4.074428202082317643e-13
1.341097662675310165e-01,3.228889459878246283e-12,4.068400719446590203e-13
1.341285638299698768e-01,3.284953075059623860e-12,4.139040874575126031e-13
1.341473666626868955e-01,3.255155495274413149e-12,4.101495924045760843e-13
1.341661747678988825e-01,3.211187167600575946e-12,4.046095831176725866e-13
1.341849881478238138e-01,3.178655119485608243e-12,4.005105450551866374e-13
1.342038068046808585e-01,3.127464186077003048e-12,3.940604874457024063e-13
1.342226307406906294e-01,3.263259330137505275e-12,4.111706755973256691e-13
1.342414599580747936e-01,3.283669018730360035e-12,4.137422963600253661e-13
1.342602944590563507e-01,3.212643292242998107e-12,4.047930548226177429e-13
1.342791342458595216e-01,3.217066664121095312e-12,4.053503996792580044e-13
1.342979793207097761e-01,3.174791370370860237e-12,4.000237126667284088e-13
1.343168296858338329e-01,3.162593690652953057e-12,3.984868050222720953e-13
1.343356853434596876e-01,3.252486440087743237e-12,4.098132914510556377e-13
1.343545462958165571e-01,3.299193573034781882e-12,4.156983902023825155e-13
1.343734125451349626e-01,3.265427618279203157e-12,4.114438799031795998e-13
1.343922840936465912e-01,3.195278678888027704e-12,4.026051135398914842e-13
1.344111609435843790e-01,3.148168902872393235e-12,3.966692817619215573e-13
1.344300430971826776e-01,3.163858892750805178e-12,3.986462204866014371e-13
1.344489305566769488e-01,3.194067570556391963e-12,4.024525138901053963e-13
1.344678233243038756e-01,3.198502833158768914e-12,4.030113569780049102e-13
1.344867214023015844e-01,3.148456355726280180e-12,3.967055008215113257e-13
1.345056247929092563e-01,3.111608028290806374e-12,3.920626115646415825e-13
1.345245334983674879e-01,3.158234990123607699e-12,3.979376087555745548e-13
1.345434475209179859e-01,3.170356012754326892e-12,3.994648576070452021e-13
1.345623668628038727e-01,3.226382246884070730e-12,4.065241631073929059e-13
1.345812915262694365e-01,3.172283208480882608e-12,3.997076842685912178e-13
1.346002215135602420e-01,3.165493982767354338e-12,3.988522418286866740e-13
1.346191568269231309e-01,3.205313019045901374e-12,4.038694403997835739e-13
1.346380974686062215e-01,3.225587735331698392e-12,4.064240546517939764e-13
1.346570434408588535e-01,3.188284066641951967e-12,4.017237923968859458e-13
1.346759947459316709e-01,3.159360234857513893e-12,3.980793895920467573e-13
1.346949513860765946e-01,3.122409251085937685e-12,3.934235656368281600e-13
1.347139133635467945e-01,3.134862477185789678e-12,3.949926721254094865e-13
1.347328806805966617e-01,3.038500174539807000e-12,3.828510219920156772e-13
1.347518533394819196e-01,3.052190946292798927e-12,3.845760592328926631e-13
1.347708313424596238e-01,3.208889924387433204e-12,4.043201304728165715e-13
1.347898146917879403e-01,3.152676961117352778e-12,3.972372971007864671e-13
1.348088033897263949e-01,3.138205126361853345e-12,3.954138459215935421e-13
1.348277974385358458e-01,3.187073761256990908e-12,4.015712939183808472e-13
1.348467968404783168e-01,3.208539950490654570e-12,4.042760337618224855e-13
1.348658015978171365e-01,3.211679116058992039e-12,4.046715686234330139e-13
1.348848117128169655e-01,3.198855696274958421e-12,4.030558177306447533e-13
1.349038271877437134e-01,3.158420322690671240e-12,3.979609606590245799e-13
1.349228480248645390e-01,3.170295574440682726e-12,3.994572423795260308e-13
1.349418742264478777e-01,3.238573431167365307e-12,4.080602523270880453e-13
1.349609057947634694e-01,3.242519199076770050e-12,4.085574190836730190e-13
1.349799427320823864e-01,3.224780324249791314e-12,4.063223208554736991e-13
1.349989850406768110e-01,3.195405522070853137e-12,4.026210957809275050e-13
1.350180327228204524e-01,3.209308921922726936e-12,4.043729241622635902e-13
1.350370857807881297e-01,3.218405500246871451e-12,4.055190930311057859e-13
1.350561442168559390e-01,3.195954077201383941e-12,4.026902137273743645e-13
1.350752080333013638e-01,3.183378972006626352e-12,4.011057504728349110e-13
1.350942772324031094e-01,3.137048822683155936e-12,3.952681516580776646e-13
1.351133518164412128e-01,3.175948841493999328e-12,4.001695540282439137e-13
1.351324317876969050e-01,3.215259405644970731e-12,4.051226851112663032e-13
1.351515171484528322e-01,3.265265795312466301e-12,4.114234902093707454e-13
1.351706079009928341e-01,3.166903076286226194e-12,3.990297876120644903e-13
1.351897040476020828e-01,3.078558180249256984e-12,3.878983307114064050e-13
1.352088055905669994e-01,3.096841809132206227e-12,3.902020679506579996e-13
1.352279125321754205e-01,3.200813126792042122e-12,4.033024539757973264e-13
1.352470248747162929e-01,3.273337717657711193e-12,4.124405524248716070e-13
1.352661426204799788e-01,3.292355365285770291e-12,4.148367760260070676e-13
1.352852657717581453e-01,3.223734596225990744e-12,4.061905591244748196e-13
1.353043943308436803e-01,3.173706572840890031e-12,3.998870281779521572e-13
1.353235283000308042e-01,3.274581421120351253e-12,4.125972590611642849e-13
1.353426676816150420e-01,3.289256918879047547e-12,4.144463717787599711e-13
1.353618124778932230e-01,3.238603813390208840e-12,4.080640804871663179e-13
1.353809626911634811e-01,3.209139409064838732e-12,4.043515655421696895e-13
1.354001183237251715e-01,3.234866084246022620e-12,4.075931266149988780e-13
1.354192793778791204e-01,3.243878475863364953e-12,4.087286879587839994e-13
1.354384458559272919e-01,3.329414970296093348e-12,4.195062862573077687e-13
1.354576177601730103e-01,3.212464613220031302e-12,4.047705412657239445e-13
1.354767950929209042e-01,3.163736773341340267e-12,3.986308334410088990e-13
1.354959778564769346e-01,3.180993249125213303e-12,4.008051493897768996e-13
1.355151660531483115e-01,3.181440242045124375e-12,4.008614704976856766e-13
1.355343596852436050e-01,3.217549213576616873e-12,4.054112009106537308e-13
1.355535587550727172e-01,3.250282470083873340e-12,4.095355912305680202e-13
1.355727632649467718e-01,3.227264660380105715e-12,4.066353472078933060e-13
1.355919732171782244e-01,3.187440891660100625e-12,4.016175523491727029e-13
1.356111886140808909e-01,3.208046013558863449e-12,4.042137977084168010e-13
1.356304094579698916e-01,3.278294454843572539e-12,4.130651013102901629e-13
1.356496357511615958e-01,3.236104164511656290e-12,4.077491247284686784e-13
1.356688674959737606e-01,3.209180894351732470e-12,4.043567926883183010e-13
1.356881046947253922e-01,3.228073092060260613e-12,4.067372095995928611e-13
1.357073473497369120e-01,3.155769456681889538e-12,3.976269515419180765e-13
1.357265954633299632e-01,3.191313041398103779e-12,4.021054432161610742e-13
1.357458490378275207e-01,3.181400665096688906e-12,4.008564838021827881e-13
1.357651080755538642e-01,3.186440451738456331e-12,4.014914969190454940e-13
1.357843725788347167e-01,3.206999939350628335e-12,4.040819923581791771e-13
1.358036425499969391e-01,3.161496952696226372e-12,3.983486160397245217e-13
1.358229179913688356e-01,3.167948280248900285e-12,3.991614833113614347e-13
1.358421989052799872e-01,3.168156244791932689e-12,3.991876868437835103e-13
1.358614852940613349e-01,3.147641989925720113e-12,3.966028907306407173e-13
1.358807771600450687e-01,3.133922693670739476e-12,3.948742594025131942e-13
1.359000745055647941e-01,3.089895411546685015e-12,3.893268218548823063e-13
1.359193773329553934e-01,3.092066760480695736e-12,3.896004118205676700e-13
1.359386856445530811e-01,3.130853152397198429e-12,3.944874972020470267e-13
1.359579994426953764e-01,3.172513279648454595e-12,3.997366732357052600e-13
1.359773187297212138e-01,3.147718658849263283e-12,3.966125510150071785e-13
1.359966435079707214e-01,3.099815519047842425e-12,3.905767554000281315e-13
1.360159737797854429e-01,3.120498990611778847e-12,3.931828728170841368e-13
1.360353095475082819e-01,3.176077069714830714e-12,4.001857107840686817e-13
1.360546508134834187e-01,3.189219540145576995e-12,4.018416620583426868e-13
1.360739975800563661e-01,3.200900794615882079e-12,4.033135001216011299e-13
1.360933498495739968e-01,3.160552135938399649e-12,3.982295691282383456e-13
1.361127076243845435e-01,3.188988510767648805e-12,4.018125523567237358e-13
1.361320709068374879e-01,3.201835924695368209e-12,4.034313265116164137e-13
1.361514396992837272e-01,3.172427979517553702e-12,3.997259254192117665e-13
1.361708140040754911e-01,3.131888756888705597e-12,3.946179833679769093e-13
1.361901938235662857e-01,3.173867217412849510e-12,3.999072693940190233e-13
1.362095791601110328e-01,3.178836981227855034e-12,4.005334596347097601e-13
1.362289700160659589e-01,3.134927714717662482e-12,3.950008920544254945e-13
1.362483663937886225e-01,3.119145212468211865e-12,3.930122967709946816e-13
1.362677682956379699e-01,3.135150139133324366e-12,3.950289175307988515e-13
1.362871757239742243e-01,3.198627972157412117e-12,4.030271244918339364e-13
